model,preprocessing,dev_accuracy,dev_f1_macro,dev_f1_off,dev_f1_not,test_accuracy,test_f1_macro,test_f1_off,test_f1_not
SVM (Linear),raw,0.732,0.6845039648904712,0.5620915032679739,0.8069164265129684,0.7779069767441861,0.7079090047460785,0.5649202733485194,0.8508977361436377
