model,preprocessing,dev_accuracy,dev_f1_macro,dev_f1_off,dev_f1_not,test_accuracy,test_f1_macro,test_f1_off,test_f1_not
Naive Bayes,raw,0.707,0.5765742982044149,0.3415730337078652,0.8115755627009646,0.7767441860465116,0.6103418004700818,0.35570469798657717,0.8649789029535865
